Rating Date,Team,Division,Strength of Schedule
15/01/2023 (v6.5),Edmonton Oilers,PAC,0.8617362012459676
15/01/2023 (v6.5),Florida Panthers,ATL,0.3817719929708336
15/01/2023 (v6.5),Los Angeles Kings,PAC,0.577858424909692
15/01/2023 (v6.5),Minnesota Wild,CEN,0.44078008936835994
15/01/2023 (v6.5),Montréal Canadiens,ATL,0.10406659373561342
15/01/2023 (v6.5),Nashville Predators,CEN,0.28577248037216924
15/01/2023 (v6.5),New Jersey Devils,MET,0.8959376028944775
15/01/2023 (v6.5),New York Islanders,MET,0.7439398320063226
15/01/2023 (v6.5),New York Rangers,MET,0.7436950175267416
15/01/2023 (v6.5),Ottawa Senators,ATL,0.2099939784514893
15/01/2023 (v6.5),Philadelphia Flyers,MET,0.4820459260424797
15/01/2023 (v6.5),Pittsburgh Penguins,MET,0.6736620047551406
15/01/2023 (v6.5),San Jose Sharks,PAC,0.06295554908466566
15/01/2023 (v6.5),Seattle Kraken,PAC,0.9386107279824049
15/01/2023 (v6.5),St. Louis Blues,CEN,0.25312579562314896
15/01/2023 (v6.5),Tampa Bay Lightning,ATL,0.6604014317569709
15/01/2023 (v6.5),Toronto Maple Leafs,ATL,0.8700235312808204
15/01/2023 (v6.5),Vancouver Canucks,PAC,0.16037287576921302
15/01/2023 (v6.5),Vegas Golden Knights,PAC,0.42080602371479775
15/01/2023 (v6.5),Washington Capitals,MET,0.5824923005822692
15/01/2023 (v6.5),Winnipeg Jets,CEN,0.8401385583495222
29/01/2023 (v6.5),Anaheim Ducks,PAC,0.03276389301300389
29/01/2023 (v6.5),Arizona Coyotes,CEN,0.24721607375636992
29/01/2023 (v6.5),Boston Bruins,ATL,0.9945381422129098
29/01/2023 (v6.5),Buffalo Sabres,ATL,0.4592380482738475
29/01/2023 (v6.5),Calgary Flames,CEN,0.7352435959345035
29/01/2023 (v6.5),Carolina Hurricanes,MET,0.8420235009179918
29/01/2023 (v6.5),Chicago Blackhawks,CEN,0.053475610114972566
29/01/2023 (v6.5),Colorado Avalanche,CEN,0.4486241578949426
29/01/2023 (v6.5),Columbus Blue Jackets,MET,0.07184887371006833
29/01/2023 (v6.5),Dallas Stars,CEN,0.7296687147820561
29/01/2023 (v6.5),Detroit Red Wings,ATL,0.20920594007957066
29/01/2023 (v6.5),Edmonton Oilers,PAC,0.9073327701358904
29/01/2023 (v6.5),Florida Panthers,ATL,0.39732847212807365
29/01/2023 (v6.5),Los Angeles Kings,PAC,0.5162024356636417
29/01/2023 (v6.5),Minnesota Wild,CEN,0.38039027375879647
29/01/2023 (v6.5),Montréal Canadiens,ATL,0.1374109623868509
29/01/2023 (v6.5),Nashville Predators,CEN,0.5305690011073451
29/01/2023 (v6.5),New Jersey Devils,MET,0.8627299280121797
29/01/2023 (v6.5),New York Islanders,MET,0.619672295335154
29/01/2023 (v6.5),New York Rangers,MET,0.7630677902766375
29/01/2023 (v6.5),Ottawa Senators,ATL,0.2928536942503766
29/01/2023 (v6.5),Philadelphia Flyers,MET,0.4314251912224254
29/01/2023 (v6.5),Pittsburgh Penguins,MET,0.5692675408651878
29/01/2023 (v6.5),San Jose Sharks,PAC,0.08546911967246047
29/01/2023 (v6.5),Seattle Kraken,PAC,0.8954449186317933
29/01/2023 (v6.5),St. Louis Blues,CEN,0.21055199980564338
29/01/2023 (v6.5),Tampa Bay Lightning,ATL,0.813645088007765
29/01/2023 (v6.5),Toronto Maple Leafs,ATL,0.9008806651047652
29/01/2023 (v6.5),Vancouver Canucks,PAC,0.10265854569916397
29/01/2023 (v6.5),Vegas Golden Knights,PAC,0.33730210788651654
29/01/2023 (v6.5),Washington Capitals,MET,0.4835480938987403
29/01/2023 (v6.5),Winnipeg Jets,CEN,0.7624399597574594
