Rating Date,Team,Division,Rating Score
17/10/2022 (v6.0),Vancouver Canucks,PAC,0.044134569943600196
17/10/2022 (v6.0),Vegas Golden Knights,PAC,0.9423539383856101
17/10/2022 (v6.0),Washington Capitals,MET,0.5198283963815311
17/10/2022 (v6.0),Winnipeg Jets,CEN,0.4998654349695448
22/10/2022 (v6.0),Anaheim Ducks,PAC,0.14228271681380233
22/10/2022 (v6.0),Arizona Coyotes,CEN,0.20679104292343875
22/10/2022 (v6.0),Boston Bruins,ATL,0.6596906302637258
22/10/2022 (v6.0),Buffalo Sabres,ATL,0.7962967339764311
22/10/2022 (v6.0),Calgary Flames,CEN,0.7711799669043231
22/10/2022 (v6.0),Carolina Hurricanes,MET,0.6160599837673385
22/10/2022 (v6.0),Chicago Blackhawks,CEN,0.4111174569564032
22/10/2022 (v6.0),Colorado Avalanche,CEN,0.5849066536348975
22/10/2022 (v6.0),Columbus Blue Jackets,MET,0.284998719721336
22/10/2022 (v6.0),Dallas Stars,CEN,0.8209578126548035
22/10/2022 (v6.0),Detroit Red Wings,ATL,0.5659097263081638
22/10/2022 (v6.0),Edmonton Oilers,PAC,0.45251937042239543
22/10/2022 (v6.0),Florida Panthers,ATL,0.603546304929394
22/10/2022 (v6.0),Los Angeles Kings,PAC,0.28717824676484827
22/10/2022 (v6.0),Minnesota Wild,CEN,0.27174860383809174
22/10/2022 (v6.0),Montréal Canadiens,ATL,0.44324941495968884
22/10/2022 (v6.0),Nashville Predators,CEN,0.267683522413548
22/10/2022 (v6.0),New Jersey Devils,MET,0.639493117157471
22/10/2022 (v6.0),New York Islanders,MET,0.4070737721312833
22/10/2022 (v6.0),New York Rangers,MET,0.613451015207091
22/10/2022 (v6.0),Ottawa Senators,ATL,0.6484761356742419
22/10/2022 (v6.0),Philadelphia Flyers,MET,0.7692528365458285
22/10/2022 (v6.0),Pittsburgh Penguins,MET,0.8329373414159595
22/10/2022 (v6.0),San Jose Sharks,PAC,0.15737676519047086
22/10/2022 (v6.0),Seattle Kraken,PAC,0.4638581755779063
22/10/2022 (v6.0),St. Louis Blues,CEN,0.8592223439690292
22/10/2022 (v6.0),Tampa Bay Lightning,ATL,0.5266647740775754
22/10/2022 (v6.0),Toronto Maple Leafs,ATL,0.683717897789759
22/10/2022 (v6.0),Vancouver Canucks,PAC,0.08649277151247961
22/10/2022 (v6.0),Vegas Golden Knights,PAC,0.6346570480867864
22/10/2022 (v6.0),Washington Capitals,MET,0.43018105463359735
22/10/2022 (v6.0),Winnipeg Jets,CEN,0.31263556792538716
31/10/2022 (v6.0),Anaheim Ducks,PAC,0.11090013739391637
31/10/2022 (v6.0),Arizona Coyotes,CEN,0.2634452413783598
31/10/2022 (v6.0),Boston Bruins,ATL,0.835918990502174
31/10/2022 (v6.0),Buffalo Sabres,ATL,0.7058804602430255
31/10/2022 (v6.0),Calgary Flames,CEN,0.7162052702498882
31/10/2022 (v6.0),Carolina Hurricanes,MET,0.5670394472373073
31/10/2022 (v6.0),Chicago Blackhawks,CEN,0.4928305592665839
31/10/2022 (v6.0),Colorado Avalanche,CEN,0.4101304118675682
31/10/2022 (v6.0),Columbus Blue Jackets,MET,0.22147245610826083
31/10/2022 (v6.0),Dallas Stars,CEN,0.5884587993534706
31/10/2022 (v6.0),Detroit Red Wings,ATL,0.4040139119410147
31/10/2022 (v6.0),Edmonton Oilers,PAC,0.7589116358177417
31/10/2022 (v6.0),Florida Panthers,ATL,0.5321210054813754
31/10/2022 (v6.0),Los Angeles Kings,PAC,0.5260826799859194
31/10/2022 (v6.0),Minnesota Wild,CEN,0.43493233481377364
31/10/2022 (v6.0),Montréal Canadiens,ATL,0.5340454302546226
31/10/2022 (v6.0),Nashville Predators,CEN,0.2878040211857588
31/10/2022 (v6.0),New Jersey Devils,MET,0.7714777546892991
31/10/2022 (v6.0),New York Islanders,MET,0.6601743947023581
31/10/2022 (v6.0),New York Rangers,MET,0.5631738930142939
31/10/2022 (v6.0),Ottawa Senators,ATL,0.5565630230639638
31/10/2022 (v6.0),Philadelphia Flyers,MET,0.6619605309898837
31/10/2022 (v6.0),Pittsburgh Penguins,MET,0.4046273884209302
31/10/2022 (v6.0),San Jose Sharks,PAC,0.274800111677889
31/10/2022 (v6.0),Seattle Kraken,PAC,0.4636521612841971
31/10/2022 (v6.0),St. Louis Blues,CEN,0.29547968755840653
31/10/2022 (v6.0),Tampa Bay Lightning,ATL,0.5421538337166515
31/10/2022 (v6.0),Toronto Maple Leafs,ATL,0.3945374517973712
31/10/2022 (v6.0),Vancouver Canucks,PAC,0.22751442919782333
31/10/2022 (v6.0),Vegas Golden Knights,PAC,0.7785534404569983
31/10/2022 (v6.0),Washington Capitals,MET,0.5473160557119572
31/10/2022 (v6.0),Winnipeg Jets,CEN,0.5596962485542041
13/11/2022 (v6.2),Anaheim Ducks,PAC,0.09296623745284331
13/11/2022 (v6.2),Arizona Coyotes,CEN,0.4161878417644188
13/11/2022 (v6.2),Boston Bruins,ATL,0.8443101629776228
13/11/2022 (v6.2),Buffalo Sabres,ATL,0.45679825121623496
13/11/2022 (v6.2),Calgary Flames,CEN,0.45874835792726876
13/11/2022 (v6.2),Carolina Hurricanes,MET,0.496781841739812
13/11/2022 (v6.2),Chicago Blackhawks,CEN,0.371121965121384
13/11/2022 (v6.2),Colorado Avalanche,CEN,0.6115006491754087
13/11/2022 (v6.2),Columbus Blue Jackets,MET,0.25032972636722833
13/11/2022 (v6.2),Dallas Stars,CEN,0.5803106869227495
13/11/2022 (v6.2),Detroit Red Wings,ATL,0.40510250699775124
13/11/2022 (v6.2),Edmonton Oilers,PAC,0.5950287072920092
13/11/2022 (v6.2),Florida Panthers,ATL,0.46901134937927486
13/11/2022 (v6.2),Los Angeles Kings,PAC,0.5738360503707661
13/11/2022 (v6.2),Minnesota Wild,CEN,0.44597160619028503
13/11/2022 (v6.2),Montréal Canadiens,ATL,0.4201346390893067
13/11/2022 (v6.2),Nashville Predators,CEN,0.3455699010738138
13/11/2022 (v6.2),New Jersey Devils,MET,0.8312296221975098
13/11/2022 (v6.2),New York Islanders,MET,0.692490731141216
13/11/2022 (v6.2),New York Rangers,MET,0.4705231022560158
13/11/2022 (v6.2),Ottawa Senators,ATL,0.4076296075117806
13/11/2022 (v6.2),Philadelphia Flyers,MET,0.5097800912835395
13/11/2022 (v6.2),Pittsburgh Penguins,MET,0.38158378279792143
13/11/2022 (v6.2),San Jose Sharks,PAC,0.29099554731650124
13/11/2022 (v6.2),Seattle Kraken,PAC,0.6791320042335589
13/11/2022 (v6.2),St. Louis Blues,CEN,0.25744628086684673
13/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.4933202776368051
13/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.5574268955854069
13/11/2022 (v6.2),Vancouver Canucks,PAC,0.29862189051353644
13/11/2022 (v6.2),Vegas Golden Knights,PAC,0.7838633182362194
13/11/2022 (v6.2),Washington Capitals,MET,0.4574705721730165
13/11/2022 (v6.2),Winnipeg Jets,CEN,0.6423966274066444
27/11/2022 (v6.2),Anaheim Ducks,PAC,0.11297717091775264
27/11/2022 (v6.2),Arizona Coyotes,CEN,0.3706717743668965
27/11/2022 (v6.2),Boston Bruins,ATL,0.8490142927887688
27/11/2022 (v6.2),Buffalo Sabres,ATL,0.4129465076269851
27/11/2022 (v6.2),Calgary Flames,CEN,0.4294105853384823
27/11/2022 (v6.2),Carolina Hurricanes,MET,0.4527711813055644
27/11/2022 (v6.2),Chicago Blackhawks,CEN,0.2250339753496148
27/11/2022 (v6.2),Colorado Avalanche,CEN,0.646559366984303
27/11/2022 (v6.2),Columbus Blue Jackets,MET,0.2943339399264601
27/11/2022 (v6.2),Dallas Stars,CEN,0.6033084270707818
27/11/2022 (v6.2),Detroit Red Wings,ATL,0.5313350234430908
27/11/2022 (v6.2),Edmonton Oilers,PAC,0.5107043897739102
27/11/2022 (v6.2),Florida Panthers,ATL,0.4591156004256008
27/11/2022 (v6.2),Los Angeles Kings,PAC,0.5121026227673087
27/11/2022 (v6.2),Minnesota Wild,CEN,0.4008080401193754
27/11/2022 (v6.2),Montréal Canadiens,ATL,0.34936201522378574
27/11/2022 (v6.2),Nashville Predators,CEN,0.41215114655985785
27/11/2022 (v6.2),New Jersey Devils,MET,0.854038735914738
27/11/2022 (v6.2),New York Islanders,MET,0.6961690289648041
27/11/2022 (v6.2),New York Rangers,MET,0.47949123614470485
27/11/2022 (v6.2),Ottawa Senators,ATL,0.36078369359134
27/11/2022 (v6.2),Philadelphia Flyers,MET,0.27780381141573285
27/11/2022 (v6.2),Pittsburgh Penguins,MET,0.528276052204207
27/11/2022 (v6.2),San Jose Sharks,PAC,0.3063202463216344
27/11/2022 (v6.2),Seattle Kraken,PAC,0.7052203017000671
27/11/2022 (v6.2),St. Louis Blues,CEN,0.4147582844994728
27/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.6197360649727551
27/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.6852240612631214
27/11/2022 (v6.2),Vancouver Canucks,PAC,0.43528833163247493
27/11/2022 (v6.2),Vegas Golden Knights,PAC,0.6330632980461413
27/11/2022 (v6.2),Washington Capitals,MET,0.3911414478888351
27/11/2022 (v6.2),Winnipeg Jets,CEN,0.6065233109635928
04/12/2022 (v6.2),Anaheim Ducks,PAC,0.10981044474123704
04/12/2022 (v6.2),Arizona Coyotes,CEN,0.2915035065972784
04/12/2022 (v6.2),Boston Bruins,ATL,0.8687728686947591
04/12/2022 (v6.2),Buffalo Sabres,ATL,0.3683791211320625
04/12/2022 (v6.2),Calgary Flames,CEN,0.5058160617508237
04/12/2022 (v6.2),Carolina Hurricanes,MET,0.5546000495375281
04/12/2022 (v6.2),Chicago Blackhawks,CEN,0.22818183450537713
04/12/2022 (v6.2),Colorado Avalanche,CEN,0.5794121049349368
04/12/2022 (v6.2),Columbus Blue Jackets,MET,0.35086187494373045
04/12/2022 (v6.2),Dallas Stars,CEN,0.6859750107637788
04/12/2022 (v6.2),Detroit Red Wings,ATL,0.4267635371092338
04/12/2022 (v6.2),Edmonton Oilers,PAC,0.5651715189964183
04/12/2022 (v6.2),Florida Panthers,ATL,0.48022603651188633
04/12/2022 (v6.2),Los Angeles Kings,PAC,0.4427045828228672
04/12/2022 (v6.2),Minnesota Wild,CEN,0.48632912828658936
04/12/2022 (v6.2),Montréal Canadiens,ATL,0.3214404607397469
04/12/2022 (v6.2),Nashville Predators,CEN,0.4844561376564148
04/12/2022 (v6.2),New Jersey Devils,MET,0.848464251932462
04/12/2022 (v6.2),New York Islanders,MET,0.63663123891667
04/12/2022 (v6.2),New York Rangers,MET,0.44414452000157895
04/12/2022 (v6.2),Ottawa Senators,ATL,0.4216193200819652
04/12/2022 (v6.2),Philadelphia Flyers,MET,0.2946436194632991
04/12/2022 (v6.2),Pittsburgh Penguins,MET,0.5839371334585142
04/12/2022 (v6.2),San Jose Sharks,PAC,0.28630014746503263
04/12/2022 (v6.2),Seattle Kraken,PAC,0.6858670533177961
04/12/2022 (v6.2),St. Louis Blues,CEN,0.307397433999954
04/12/2022 (v6.2),Tampa Bay Lightning,ATL,0.6552404539854868
04/12/2022 (v6.2),Toronto Maple Leafs,ATL,0.7001000881221604
04/12/2022 (v6.2),Vancouver Canucks,PAC,0.4097231126850553
04/12/2022 (v6.2),Vegas Golden Knights,PAC,0.6102125874222895
04/12/2022 (v6.2),Washington Capitals,MET,0.37382468649618666
04/12/2022 (v6.2),Winnipeg Jets,CEN,0.6259707944285023
